BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK_KT,STOCK_SELL_VALUE,CURRENCY,STOCK_SELL_VALUE_THB
2024-01-01,CHINA-WAREHOUSE,MAT-0264,R1954A,0.1485,1127115,CNY,5094559.8
2024-01-01,CHINA-WAREHOUSE,MAT-0264,S6456A,0.1326,1006434,CNY,4549081.68
2024-01-01,CHINA-WAREHOUSE,MAT-0264,S5757A,0.130575,991064,CNY,4479609.279999999
2024-01-01,CHINA-WAREHOUSE,MAT-0097,E5352A,0.00075,5693,CNY,25732.359999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0097,E2442A,0.07425,563558,CNY,2547282.1599999997
2024-01-01,CHINA-WAREHOUSE,MAT-0265,E7628A,0.00035,2657,CNY,12009.64
2024-01-01,CHINA-WAREHOUSE,MAT-0265,E8192A,0.001325,10057,CNY,45457.63999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0265,E6021A,0.00115,8729,CNY,39455.079999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0265,E8040A,0.0,375705,CNY,1698186.5999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0265,E9037A,0.27225,2066378,CNY,9340028.559999999
2024-01-01,CHINA-WAREHOUSE,MAT-0265,E2564A,0.0,353315,CNY,1596983.7999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0265,E1798A,0.0,249521,CNY,1127834.92
2024-01-01,CHINA-WAREHOUSE,MAT-0265,E5228A,0.0,125235,CNY,566062.2
2024-01-01,CHINA-WAREHOUSE,MAT-0266,E8649A,0.0987,749133,CNY,3386081.1599999997
2024-01-01,CHINA-WAREHOUSE,MAT-0316,E2205A,0.0,486329,CNY,2198207.0799999996
2024-01-01,CHINA-WAREHOUSE,MAT-0316,E8965A,0.0008,6072,CNY,27445.44
2024-01-01,CHINA-WAREHOUSE,MAT-0316,E8772A,0.1485,1127115,CNY,5094559.8
2024-01-01,CHINA-WAREHOUSE,MAT-0101,E5517A,0.1731,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0153,E4127A,0.0,1395042,CNY,6305589.84
2024-01-01,CHINA-WAREHOUSE,MAT-0153,E9851A,0.0,1126546,CNY,5091987.92
2024-01-01,CHINA-WAREHOUSE,MAT-0153,E1878A,0.00215,16319,CNY,73761.87999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0153,E9166A,0.001275,9677,CNY,43740.03999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0153,E2436A,0.021975,166790,CNY,753890.7999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0322,E8696A,0.000775,5882,CNY,26586.639999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0322,E2050A,0.001275,9677,CNY,43740.03999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0322,E9808A,0.024675,187283,CNY,846519.1599999999
2024-01-01,CHINA-WAREHOUSE,MAT-0383,M9989B,0.0,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0383,M9652A,0.0,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0383,M8170A,0.0,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0383,M5350A,0.0,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0383,M7382A,0.0,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0148,M3040C,0.002175,8765,CNY,39617.799999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0148,M3886B,0.006875,27706,CNY,125231.12
2024-01-01,CHINA-WAREHOUSE,MAT-0148,M5555C,0.028825,116165,CNY,525065.7999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0148,M4427A,0.009475,38184,CNY,172591.68
2024-01-01,CHINA-WAREHOUSE,MAT-0148,M4285B,0.016475,66394,CNY,300100.87999999995
2024-01-01,CHINA-WAREHOUSE,MAT-0148,M6564A,0.028875,116366,CNY,525974.32
2024-01-01,CHINA-WAREHOUSE,MAT-0148,M5463B,0.0659,265577,CNY,1200408.0399999998
2024-01-01,CHINA-WAREHOUSE,MAT-0154,M4759B,0.00125,413,CNY,1866.7599999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0154,M8847A,0.001325,437,CNY,1975.2399999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0154,M8280B,0.00075,248,CNY,1120.9599999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0154,M3594A,0.001175,388,CNY,1753.7599999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0154,M7223B,0.034325,11327,CNY,51198.03999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0154,M2220A,0.090675,29923,CNY,135251.96
2024-01-01,CHINA-WAREHOUSE,MAT-0154,M6329B,0.00825,2723,CNY,12307.96
2024-01-01,CHINA-WAREHOUSE,MAT-0384,S7091A,0.02475,181913,CNY,822246.7599999999
2024-01-01,CHINA-WAREHOUSE,MAT-0054,M7882B,0.005,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0378,M6884C,0.0012,3360,CNY,15187.199999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0378,M3717B,0.02475,69300,CNY,313235.99999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0378,M9351A,0.01925,53900,CNY,243627.99999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0378,M5033B,0.02605,72940,CNY,329688.8
2024-01-01,CHINA-WAREHOUSE,MAT-0378,M1388A,0.0495,138600,CNY,626471.9999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0378,M2075B,0.082425,230790,CNY,1043170.7999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0378,M6080A,0.00825,23100,CNY,104411.99999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0378,M6180B,0.055,154000,CNY,696079.9999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0155,SCRAP,0.000142,241,CNY,1089.32
2024-01-01,CHINA-WAREHOUSE,MAT-0002,N9650A,0.001175,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0267,N5963A,0.0094,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0415,N3813A,0.001075,8159,CNY,36878.67999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0415,N3272A,0.108775,825602,CNY,3731721.0399999996
2024-01-01,CHINA-WAREHOUSE,MAT-0415,N1438A,0.02475,187853,CNY,849095.5599999999
2024-01-01,CHINA-WAREHOUSE,MAT-0156,N5558A,0.000475,3605,CNY,16294.599999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0156,N3631A,0.00125,9488,CNY,42885.759999999995
2024-01-01,CHINA-WAREHOUSE,MAT-0156,N8164A,0.0,5693,CNY,25732.359999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0156,N6530A,0.0,6641,CNY,30017.319999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0156,N9204A,0.0,1144952,CNY,5175183.039999999
2024-01-01,CHINA-WAREHOUSE,MAT-0156,N7663A,0.00125,9488,CNY,42885.759999999995
2024-01-01,CHINA-WAREHOUSE,MAT-0156,N9407A,0.001325,10057,CNY,45457.63999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0156,N4387A,0.00115,8729,CNY,39455.079999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0156,N7952A,0.013675,103793,CNY,469144.3599999999
2024-01-01,CHINA-WAREHOUSE,MAT-0379,E7326A,5e-05,146,CNY,659.92
2024-01-01,CHINA-WAREHOUSE,MAT-0379,E4510A,0.001125,3285,CNY,14848.199999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0379,E3752A,0.247125,721605,CNY,3261654.5999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0379,E9813A,0.08245,240754,CNY,1088208.0799999998
2024-01-01,CHINA-WAREHOUSE,MAT-0379,E9973A,0.0,26645,CNY,120435.4
2024-01-01,CHINA-WAREHOUSE,MAT-0351,4842B,0.006825,25526,CNY,115377.51999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0385,M2584B,0.00065,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0150,P5297A,0.000775,3069,CNY,13871.88
2024-01-01,CHINA-WAREHOUSE,MAT-0150,P9201A,0.07635,302346,CNY,1366603.92
2024-01-01,CHINA-WAREHOUSE,MAT-0150,P1963A,0.153,605880,CNY,2738577.5999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0268,P2678A,2.5e-05,878,CNY,3968.5599999999995
2024-01-01,CHINA-WAREHOUSE,MAT-0268,P6306A,0.0012,8424,CNY,38076.479999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0268,P1957A,0.14685,1031589,CNY,4662782.279999999
2024-01-01,CHINA-WAREHOUSE,MAT-0268,P5011A,0.0225,157950,CNY,713933.9999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0268,P9955A,0.2295,1611090,CNY,7282126.799999999
2024-01-01,CHINA-WAREHOUSE,MAT-0006,P6244A,0.00385,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0276,5252A8860,0.0494,100776,CNY,455507.51999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0276,1576A9952,0.004125,8415,CNY,38035.799999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0386,5595A7743,0.000725,1515,CNY,6847.799999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0386,2495A6397,0.00135,2822,CNY,12755.439999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0386,7257A2196,0.001325,2769,CNY,12515.88
2024-01-01,CHINA-WAREHOUSE,MAT-0386,1516A3574,0.001325,2769,CNY,12515.88
2024-01-01,CHINA-WAREHOUSE,MAT-0386,5591A3159,0.00125,2613,CNY,11810.759999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0386,8854A9016,0.001325,2769,CNY,12515.88
2024-01-01,CHINA-WAREHOUSE,MAT-0386,3919A6300,0.001325,2769,CNY,12515.88
2024-01-01,CHINA-WAREHOUSE,MAT-0386,2276A1150,0.00135,2822,CNY,12755.439999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0386,8617A1424,0.00135,2822,CNY,12755.439999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0386,1821A1128,0.023375,48854,CNY,220820.08
2024-01-01,CHINA-WAREHOUSE,MAT-0386,8979A2597,0.075625,158056,CNY,714413.1199999999
2024-01-01,CHINA-WAREHOUSE,MAT-0386,2993A2608,0.0495,103455,CNY,467616.6
2024-01-01,CHINA-WAREHOUSE,MAT-0386,7553A2383,0.022,45980,CNY,207829.59999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0386,6811A5696,0.08105,169395,CNY,765665.3999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0386,9533A2024,0.039875,83339,CNY,376692.27999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0386,2146A1919,0.0247,51623,CNY,233335.96
2024-01-01,CHINA-WAREHOUSE,MAT-0380,4607A1326,0.000525,1097,CNY,4958.44
2024-01-01,CHINA-WAREHOUSE,MAT-0380,8843A3640,0.015125,31611,CNY,142881.71999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0380,2593A2216,0.01635,34172,CNY,154457.43999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0380,2045A2314,0.02475,51728,CNY,233810.55999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0055,2340A3046,0.0,115215,CNY,520771.79999999993
2024-01-01,CHINA-WAREHOUSE,MAT-0055,3352A8529,0.000975,2555,CNY,11548.599999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0055,8232A8755,0.011,28820,CNY,130266.4
2024-01-01,CHINA-WAREHOUSE,MAT-0055,8441A6028,0.01375,36025,CNY,162832.99999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0055,3111A2026,0.01375,36025,CNY,162832.99999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0055,3103A5393,0.08775,229905,CNY,1039170.5999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0055,8879A8820,0.02195,57509,CNY,259940.67999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0055,7543A6859,0.006875,18013,CNY,81418.76
2024-01-01,CHINA-WAREHOUSE,MAT-0055,8943A7033,0.065925,172724,CNY,780712.48
2024-01-01,CHINA-WAREHOUSE,MAT-0055,3068A4991,0.089275,233901,CNY,1057232.5199999998
2024-01-01,CHINA-WAREHOUSE,MAT-0055,8800A2884,0.06865,179863,CNY,812980.7599999999
2024-01-01,CHINA-WAREHOUSE,MAT-0055,7455A5543,0.009625,25218,CNY,113985.35999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0055,1943A3039,0.013725,35960,CNY,162539.19999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0055,1924A5267,0.075525,197876,CNY,894399.5199999999
2024-01-01,CHINA-WAREHOUSE,MAT-0055,2697A1882,0.052175,136699,CNY,617879.48
2024-01-01,CHINA-WAREHOUSE,MAT-0055,9047A7243,0.042575,111547,CNY,504192.43999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0202,1636A5119,0.00275,5473,CNY,24737.96
2024-01-01,CHINA-WAREHOUSE,MAT-0202,4893A6535,0.03575,71143,CNY,321566.36
2024-01-01,CHINA-WAREHOUSE,MAT-0202,6749A5486,0.008225,16368,CNY,73983.35999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0202,2637A4058,0.00275,5473,CNY,24737.96
2024-01-01,CHINA-WAREHOUSE,MAT-0202,2088A8246,0.0013,2587,CNY,11693.24
2024-01-01,CHINA-WAREHOUSE,MAT-0202,3103A9292,0.083875,166911,CNY,754437.72
2024-01-01,CHINA-WAREHOUSE,MAT-0202,8540A7532,0.01505,29950,CNY,135374.0
2024-01-01,CHINA-WAREHOUSE,MAT-0202,8000A2879,0.042625,106714,CNY,482347.27999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0202,3473A5299,0.0013,19005,CNY,85902.59999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0007,7032A1944,0.00085,1777,CNY,8032.039999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0007,8078A2201,0.023375,48854,CNY,220820.08
2024-01-01,CHINA-WAREHOUSE,MAT-0007,3156A2561,0.00825,17243,CNY,77938.35999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0007,1553A8969,0.0838,175142,CNY,791641.84
2024-01-01,CHINA-WAREHOUSE,MAT-0317,R2819A,0.0005,3675,CNY,16611.0
2024-01-01,CHINA-WAREHOUSE,MAT-0317,R7052A,0.1676,1231860,CNY,5568007.199999999
2024-01-01,CHINA-WAREHOUSE,MAT-0317,S4433A,2.5e-05,184,CNY,831.68
2024-01-01,CHINA-WAREHOUSE,MAT-0317,S6066A,0.217125,1595869,CNY,7213327.879999999
2024-01-01,CHINA-WAREHOUSE,MAT-0277,S3693A,0.051925,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P5994A,0.000525,3707,CNY,16755.64
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P3613A,0.0011,7766,CNY,35102.32
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P3281A,0.0014,9884,CNY,44675.67999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P6535A,0.0011,7766,CNY,35102.32
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P7395A,0.00135,10237,CNY,46271.24
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P4366A,0.00145,10237,CNY,46271.24
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P4713A,0.0013,9884,CNY,44675.67999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P5026A,0.001425,10061,CNY,45475.719999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P9706A,0.001325,10061,CNY,45475.719999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P4196A,0.00145,10237,CNY,46271.24
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P9069A,0.1335,942510,CNY,4260145.199999999
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P7500A,0.051,360060,CNY,1627471.2
2024-01-01,CHINA-WAREHOUSE,MAT-0323,P6351A,0.0765,540090,CNY,2441206.8
2024-01-01,CHINA-WAREHOUSE,MAT-0056,8173A,0.001175,6521,CNY,29474.92
2024-01-01,CHINA-WAREHOUSE,MAT-0056,5285A,0.024725,137224,CNY,620252.48
2024-01-01,CHINA-WAREHOUSE,MAT-0056,3794A,0.099,549450,CNY,2483513.9999999995
2024-01-01,CHINA-WAREHOUSE,MAT-0056,1265A,0.02475,137363,CNY,620880.7599999999
2024-01-01,CHINA-WAREHOUSE,MAT-0387,6043B,0.00195,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0387,6175B,0.01885,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0206,V3568A,0.000425,6885,CNY,31120.199999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0206,V4935A,0.000925,14985,CNY,67732.2
2024-01-01,CHINA-WAREHOUSE,MAT-0206,V6782A,0.179775,2912355,CNY,13163844.6
2024-01-01,CHINA-WAREHOUSE,MAT-0206,V6548A,0.0748,1211760,CNY,5477155.199999999
2024-01-01,CHINA-WAREHOUSE,MAT-0206,V2597A,0.149875,2427975,CNY,10974446.999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0206,V4428A,0.1847,2992140,CNY,13524472.799999999
2024-01-01,CHINA-WAREHOUSE,MAT-0324,V7662A,0.0005,6790,CNY,30690.799999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0324,V7598A,0.039875,541503,CNY,2447593.5599999996
2024-01-01,CHINA-WAREHOUSE,MAT-0324,V6452A,0.127275,1728395,CNY,7812345.399999999
2024-01-01,CHINA-WAREHOUSE,MAT-0324,V7863A,0.1861,2527238,CNY,11423115.76
2024-01-01,CHINA-WAREHOUSE,MAT-0324,V5307A,0.20355,2764209,CNY,12494224.68
2024-01-01,CHINA-WAREHOUSE,MAT-0203,7652A,0.004125,11014,CNY,49783.28
2024-01-01,CHINA-WAREHOUSE,MAT-0203,3263A,0.001375,3671,CNY,16592.92
2024-01-01,CHINA-WAREHOUSE,MAT-0278,3409A,0.011325,32050,CNY,144866.0
2024-01-01,CHINA-WAREHOUSE,MAT-0278,5611A,0.0218,61694,CNY,278856.87999999995
2024-01-01,CHINA-WAREHOUSE,MAT-0278,8185A,0.0064,18112,CNY,81866.23999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0278,3409A,0.0,93107,CNY,420843.63999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0084,S9394A,0.0,212850,CNY,962081.9999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0084,S2896A,0.115075,494823,CNY,2236599.96
2024-01-01,CHINA-WAREHOUSE,MAT-0318,R9214A,0.001125,4838,CNY,21867.76
2024-01-01,CHINA-WAREHOUSE,MAT-0318,S2436A,7.5e-05,323,CNY,1459.9599999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0318,S2529A,0.197925,851078,CNY,3846872.5599999996
2024-01-01,CHINA-WAREHOUSE,MAT-0269,M3319B,0.012375,26854,CNY,121380.07999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0337,P1941A,0.001,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0325,E9454A,0.109525,493958,CNY,2232690.1599999997
2024-01-01,CHINA-WAREHOUSE,MAT-0325,E2304A,0.14845,669510,CNY,3026185.1999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0325,E2801A,0.1485,669735,CNY,3027202.1999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0325,E9560A,0.14845,669510,CNY,3026185.1999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0416,E2278A,0.023225,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0416,E4145A,0.050725,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0416,E5306A,0.189575,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0416,E5995A,0.296775,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0326,M5140B,0.0,59390,CNY,268442.8
2024-01-01,CHINA-WAREHOUSE,MAT-0326,M1036A,0.042525,116519,CNY,526665.88
2024-01-01,CHINA-WAREHOUSE,MAT-0326,M9936A,0.041175,112820,CNY,509946.39999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0014,SCRAP,2.2e-05,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0151,R4687A,0.003375,15221,CNY,68798.92
2024-01-01,CHINA-WAREHOUSE,MAT-0151,R9913A,0.144325,650906,CNY,2942095.1199999996
2024-01-01,CHINA-WAREHOUSE,MAT-0428,R7762A,0.215675,972694,CNY,4396576.88
2024-01-01,CHINA-WAREHOUSE,MAT-0015,R1353A,0.0191,86141,CNY,389357.31999999995
2024-01-01,CHINA-WAREHOUSE,MAT-0015,R7302A,0.407,1835570,CNY,8296776.399999999
2024-01-01,CHINA-WAREHOUSE,MAT-0015,R8859A,0.03845,247825,CNY,1120169.0
2024-01-01,CHINA-WAREHOUSE,MAT-0015,R6289A,0.55085,2595956,CNY,11733721.12
2024-01-01,CHINA-WAREHOUSE,MAT-0015,R4544A,0.1446,1321881,CNY,5974902.119999999
2024-01-01,CHINA-WAREHOUSE,MAT-0015,S4665B,0.0,31006,CNY,140147.12
2024-01-01,CHINA-WAREHOUSE,MAT-0015,S9010A,0.024375,109931,CNY,496888.11999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0015,S4758A,0.0,110157,CNY,497909.63999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0015,S7448A,0.0,787108,CNY,3557728.1599999997
2024-01-01,CHINA-WAREHOUSE,MAT-0015,S4916A,0.0,334868,CNY,1513603.3599999999
2024-01-01,CHINA-WAREHOUSE,MAT-0015,S7159A,0.0,111623,CNY,504535.95999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0015,S3806A,0.0,97980,CNY,442869.6
2024-01-01,CHINA-WAREHOUSE,MAT-0015,S1422A,0.0,248163,CNY,1121696.76
2024-01-01,CHINA-WAREHOUSE,MAT-0015,S2743A,0.0,111397,CNY,503514.43999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0249,2238I6028PCA,0.00115,7475,CNY,33787.0
2024-01-01,CHINA-WAREHOUSE,MAT-0249,8224K5575PAE,0.011,71500,CNY,323179.99999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0249,7225K3515PAF,0.01375,89375,CNY,403974.99999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0230,E7161A,0.0,297017,CNY,1342516.8399999999
2024-01-01,CHINA-WAREHOUSE,MAT-0279,SCRAP,0.001654,3424,CNY,15476.479999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0294,SCRAP,0.001199,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0327,M7975A,0.0165,61710,CNY,278929.19999999995
2024-01-01,CHINA-WAREHOUSE,MAT-0327,M5973A,0.037775,141279,CNY,638581.08
2024-01-01,CHINA-WAREHOUSE,MAT-0327,M6379B,0.004125,15428,CNY,69734.56
2024-01-01,CHINA-WAREHOUSE,MAT-0327,M9336A,0.02475,92565,CNY,418393.8
2024-01-01,CHINA-WAREHOUSE,MAT-0327,M4807B,0.06325,236555,CNY,1069228.5999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0327,M4250A,0.020575,76951,CNY,347818.51999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0327,M5685B,0.0275,102850,CNY,464881.99999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0327,M7282A,0.020625,77138,CNY,348663.75999999995
2024-01-01,CHINA-WAREHOUSE,MAT-0327,M8181A,0.028875,107993,CNY,488128.3599999999
2024-01-01,CHINA-WAREHOUSE,MAT-0356,M8777A,0.004125,15428,CNY,69734.56
2024-01-01,CHINA-WAREHOUSE,MAT-0356,M1932A,0.04635,173349,CNY,783537.48
2024-01-01,CHINA-WAREHOUSE,MAT-0356,M4247B,0.04665,174471,CNY,788608.9199999999
2024-01-01,CHINA-WAREHOUSE,MAT-0356,M1571A,0.013725,51332,CNY,232020.63999999998
2024-01-01,CHINA-WAREHOUSE,MAT-0328,V3418A,0.0006,5658,CNY,25574.159999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0328,V6002A,0.001325,12495,CNY,56477.399999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0328,V1465A,0.11095,1046259,CNY,4729090.68
2024-01-01,CHINA-WAREHOUSE,MAT-0328,V2943A,0.143925,1357213,CNY,6134602.76
2024-01-01,CHINA-WAREHOUSE,MAT-0328,V5279A,0.15145,1428174,CNY,6455346.4799999995
2024-01-01,CHINA-WAREHOUSE,MAT-0270,V7805A,0.000425,4063,CNY,18364.76
2024-01-01,CHINA-WAREHOUSE,MAT-0270,V2874A,0.00135,12906,CNY,58335.119999999995
2024-01-01,CHINA-WAREHOUSE,MAT-0270,V2994A,0.074875,715805,CNY,3235438.5999999996
2024-01-01,CHINA-WAREHOUSE,MAT-0270,V8468A,0.170925,1634043,CNY,7385874.359999999
2024-01-01,CHINA-WAREHOUSE,MAT-0270,V5370A,0.0765,731340,CNY,3305656.8
2024-01-01,CHINA-WAREHOUSE,MAT-0111,4986A6798,0.067375,402903,CNY,1821121.5599999998
2024-01-01,CHINA-WAREHOUSE,MAT-0111,2314A1116,0.012375,74003,CNY,334493.55999999994
2024-01-01,CHINA-WAREHOUSE,MAT-0352,2836G1716QDA,0.0022,14872,CNY,67221.43999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0352,8918G7063QAC,0.0165,111540,CNY,504160.79999999993
2024-01-01,CHINA-WAREHOUSE,MAT-0329,8219E2072QAC,0.024375,164775,CNY,744782.9999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0330,5045F1981QCE,0.02435,164606,CNY,744019.1199999999
2024-01-01,CHINA-WAREHOUSE,MAT-0213,8457A,0.03565,99820,CNY,451186.39999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0213,5651A,0.055,154000,CNY,696079.9999999999
2024-01-01,CHINA-WAREHOUSE,MAT-0213,4166A,0.001375,3850,CNY,17402.0
2024-01-01,CHINA-WAREHOUSE,MAT-0152,M1002B,0.04095,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0381,S4759A,0.0494,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0137,R2891A,0.1168,526768,CNY,2380991.36
2024-01-01,CHINA-WAREHOUSE,MAT-0137,R1653A,0.27215,1339019,CNY,6052365.88
2024-01-01,CHINA-WAREHOUSE,MAT-0137,S6786A,0.000175,789,CNY,3566.2799999999997
2024-01-01,CHINA-WAREHOUSE,MAT-0234,5950A7479,0.00275,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0234,2094A8341,0.009625,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0234,5765A3014,0.009625,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0234,7126A7354,0.0319,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0234,3381A2056,0.031625,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0234,7363A2227,0.077725,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0234,6826A1490,0.011,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0234,6803A8892,0.017875,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0234,6882A2720,0.053525,0,CNY,0.0
2024-01-01,CHINA-WAREHOUSE,MAT-0234,6517A3139,0.0837,0,CNY,0.0
