BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY,MONTH,EXCHANGE_RATE,SELL_VALUE_THB
2023-12-31,CHINA-WAREHOUSE,MAT-0145,V9093A,1500,KG,16125,CNY,2023-12,4.53,73046.25
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V8111A,725,KG,8722,CNY,2023-12,4.53,39510.66
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V6573A,1450,KG,17444,CNY,2023-12,4.53,79021.32
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V3022A,1450,KG,17444,CNY,2023-12,4.53,79021.32
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V8378A,575,KG,6917,CNY,2023-12,4.53,31334.010000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V9426A,1400,KG,16842,CNY,2023-12,4.53,76294.26000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V5047A,1300,KG,15639,CNY,2023-12,4.53,70844.67
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V9246A,1425,KG,17143,CNY,2023-12,4.53,77657.79000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V5743A,1325,KG,15940,CNY,2023-12,4.53,72208.2
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V2917A,1275,KG,15338,CNY,2023-12,4.53,69481.14
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V9091A,1375,KG,16541,CNY,2023-12,4.53,74930.73000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V7687A,1250,KG,15038,CNY,2023-12,4.53,68122.14
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V6880A,1425,KG,17143,CNY,2023-12,4.53,77657.79000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V4178A,1425,KG,17143,CNY,2023-12,4.53,77657.79000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V5711A,1375,KG,16541,CNY,2023-12,4.53,74930.73000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V7718A,1425,KG,17143,CNY,2023-12,4.53,77657.79000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V4922A,1350,KG,16241,CNY,2023-12,4.53,73571.73000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V3011A,1300,KG,15639,CNY,2023-12,4.53,70844.67
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V9468A,1450,KG,17444,CNY,2023-12,4.53,79021.32
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V9135A,254875,KG,3066146,CNY,2023-12,4.53,13889641.38
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V6285A,316450,KG,3806894,CNY,2023-12,4.53,17245229.82
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V4634A,544250,KG,6547328,CNY,2023-12,4.53,29659395.84
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V4193A,23950,KG,288119,CNY,2023-12,4.53,1305179.07
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V2662A,254925,KG,3066748,CNY,2023-12,4.53,13892368.440000001
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V6964A,170925,KG,2056228,CNY,2023-12,4.53,9314712.84
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V1126A,83950,KG,1009919,CNY,2023-12,4.53,4574933.07
2023-12-31,CHINA-WAREHOUSE,MAT-0001,V8818A,254900,KG,3066447,CNY,2023-12,4.53,13891004.91
2023-12-31,CHINA-WAREHOUSE,MAT-0201,V2440A,775,KG,8231,CNY,2023-12,4.53,37286.43
2023-12-31,CHINA-WAREHOUSE,MAT-0201,V2478A,1300,KG,13806,CNY,2023-12,4.53,62541.18
2023-12-31,CHINA-WAREHOUSE,MAT-0201,V9112A,35400,KG,375948,CNY,2023-12,4.53,1703044.4400000002
2023-12-31,CHINA-WAREHOUSE,MAT-0201,V5858A,44900,KG,476838,CNY,2023-12,4.53,2160076.14
2023-12-31,CHINA-WAREHOUSE,MAT-0201,V8517A,61425,KG,652334,CNY,2023-12,4.53,2955073.02
2023-12-31,CHINA-WAREHOUSE,MAT-0201,V6160A,167950,KG,1783629,CNY,2023-12,4.53,8079839.37
2023-12-31,CHINA-WAREHOUSE,MAT-0201,V3718A,211425,KG,2245334,CNY,2023-12,4.53,10171363.020000001
2023-12-31,CHINA-WAREHOUSE,MAT-0201,V1024A,298375,KG,3168743,CNY,2023-12,4.53,14354405.790000001
2023-12-31,CHINA-WAREHOUSE,MAT-0262,E9917A,49500,KG,363825,CNY,2023-12,4.53,1648127.25
2023-12-31,CHINA-WAREHOUSE,MAT-0319,S5659A,1025,KG,7534,CNY,2023-12,4.53,34129.020000000004
2023-12-31,CHINA-WAREHOUSE,MAT-0319,S5796A,593925,KG,4365349,CNY,2023-12,4.53,19775030.970000003
2023-12-31,CHINA-WAREHOUSE,MAT-0319,S9864A,217025,KG,1595134,CNY,2023-12,4.53,7225957.0200000005
2023-12-31,CHINA-WAREHOUSE,MAT-0319,S4343A,148500,KG,1091475,CNY,2023-12,4.53,4944381.75
2023-12-31,CHINA-WAREHOUSE,MAT-0048,SCRAP,24,KG,31,CNY,2023-12,4.53,140.43
2023-12-31,CHINA-WAREHOUSE,MAT-0205,SCRAP,325,KG,1963,CNY,2023-12,4.53,8892.390000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T5521A,1200,KG,15264,CNY,2023-12,4.53,69145.92
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T5551A,1375,KG,17490,CNY,2023-12,4.53,79229.7
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T7421A,1075,KG,13674,CNY,2023-12,4.53,61943.22
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T1621A,4150,KG,52788,CNY,2023-12,4.53,239129.64
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T2831A,19500,KG,248040,CNY,2023-12,4.53,1123621.2
2023-12-31,CHINA-WAREHOUSE,MAT-0176,T2572A,153000,KG,1946160,CNY,2023-12,4.53,8816104.8
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M3832A,74250,KG,338580,CNY,2023-12,4.53,1533767.4000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M8913A,39875,KG,181830,CNY,2023-12,4.53,823689.9
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M9260B,34350,KG,156636,CNY,2023-12,4.53,709561.0800000001
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M4796B,4125,KG,18810,CNY,2023-12,4.53,85209.3
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M9345B,1375,KG,6270,CNY,2023-12,4.53,28403.100000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0096,M4548C,68675,KG,313158,CNY,2023-12,4.53,1418605.74
2023-12-31,CHINA-WAREHOUSE,MAT-0315,M6104A,1375,KG,4166,CNY,2023-12,4.53,18871.98
2023-12-31,CHINA-WAREHOUSE,MAT-0315,M9941B,6150,KG,18635,CNY,2023-12,4.53,84416.55
2023-12-31,CHINA-WAREHOUSE,MAT-0146,R3704A,71350,KG,325356,CNY,2023-12,4.53,1473862.6800000002
2023-12-31,CHINA-WAREHOUSE,MAT-0146,S8199A,0,KG,110808,CNY,2023-12,4.53,501960.24000000005
2023-12-31,CHINA-WAREHOUSE,MAT-0146,S9026A,0,KG,20406,CNY,2023-12,4.53,92439.18000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0146,S4280A,1125,KG,5130,CNY,2023-12,4.53,23238.9
2023-12-31,CHINA-WAREHOUSE,MAT-0146,S4444A,148425,KG,676818,CNY,2023-12,4.53,3065985.54
2023-12-31,CHINA-WAREHOUSE,MAT-0146,S5192A,262550,KG,1197228,CNY,2023-12,4.53,5423442.84
2023-12-31,CHINA-WAREHOUSE,MAT-0049,S7146A,0,KG,5700,CNY,2023-12,4.53,25821.0
2023-12-31,CHINA-WAREHOUSE,MAT-0049,S6930A,1325,KG,118902,CNY,2023-12,4.53,538626.06
2023-12-31,CHINA-WAREHOUSE,MAT-0049,S8053A,19150,KG,87324,CNY,2023-12,4.53,395577.72000000003
2023-12-31,CHINA-WAREHOUSE,MAT-0049,S8187A,123700,KG,564072,CNY,2023-12,4.53,2555246.16
2023-12-31,CHINA-WAREHOUSE,MAT-0013,V6093A,62425,KG,671069,CNY,2023-12,4.53,3039942.5700000003
2023-12-31,CHINA-WAREHOUSE,MAT-0013,V9843A,232450,KG,2498838,CNY,2023-12,4.53,11319736.14
2023-12-31,CHINA-WAREHOUSE,MAT-0013,V5617A,91400,KG,982550,CNY,2023-12,4.53,4450951.5
2023-12-31,CHINA-WAREHOUSE,MAT-0147,V2793A,19300,KG,9650,CNY,2023-12,4.53,43714.5
2023-12-31,CHINA-WAREHOUSE,MAT-0003,7795,73372,KG,68236,CNY,2023-12,4.53,309109.08
2023-12-31,CHINA-WAREHOUSE,MAT-0003,8045,39168,KG,36426,CNY,2023-12,4.53,165009.78
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V3262A,150,KG,1593,CNY,2023-12,4.53,7216.29
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V9383A,125,KG,1328,CNY,2023-12,4.53,6015.84
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V8928C,4500,KG,47790,CNY,2023-12,4.53,216488.7
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V2541A,2975,KG,31595,CNY,2023-12,4.53,143125.35
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V9606A,1475,KG,15665,CNY,2023-12,4.53,70962.45
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V6032A,51000,KG,541620,CNY,2023-12,4.53,2453538.6
2023-12-31,CHINA-WAREHOUSE,MAT-0004,V7115A,25450,KG,270279,CNY,2023-12,4.53,1224363.87
2023-12-31,CHINA-WAREHOUSE,MAT-0320,M7894A,16500,KG,75240,CNY,2023-12,4.53,340837.2
2023-12-31,CHINA-WAREHOUSE,MAT-0321,R2954A,138800,KG,1020180,CNY,2023-12,4.53,4621415.4
2023-12-31,CHINA-WAREHOUSE,MAT-0321,S8453A,775,KG,5696,CNY,2023-12,4.53,25802.88
2023-12-31,CHINA-WAREHOUSE,MAT-0321,S9604A,850,KG,6248,CNY,2023-12,4.53,28303.440000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0321,S2763A,57625,KG,423544,CNY,2023-12,4.53,1918654.32
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S6463A,50,KG,368,CNY,2023-12,4.53,1667.0400000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S7794A,0,KG,178789,CNY,2023-12,4.53,809914.17
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S9368A,406675,KG,2989061,CNY,2023-12,4.53,13540446.33
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S1745A,900,KG,6615,CNY,2023-12,4.53,29965.95
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S9467A,251575,KG,1849076,CNY,2023-12,4.53,8376314.28
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S5257A,221325,KG,1626739,CNY,2023-12,4.53,7369127.670000001
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S9812A,395900,KG,2909865,CNY,2023-12,4.53,13181688.450000001
2023-12-31,CHINA-WAREHOUSE,MAT-0382,S5223A,269350,KG,1979723,CNY,2023-12,4.53,8968145.190000001
2023-12-31,CHINA-WAREHOUSE,MAT-0053,R9300A,1300,KG,9867,CNY,2023-12,4.53,44697.51
2023-12-31,CHINA-WAREHOUSE,MAT-0053,S8578A,1375,KG,10436,CNY,2023-12,4.53,47275.08
2023-12-31,CHINA-WAREHOUSE,MAT-0264,S7455A,108225,KG,821428,CNY,2023-12,4.53,3721068.8400000003
2023-12-31,CHINA-WAREHOUSE,MAT-0264,S6456A,445250,KG,3379448,CNY,2023-12,4.53,15308899.440000001
2023-12-31,CHINA-WAREHOUSE,MAT-0264,S5757A,130575,KG,991064,CNY,2023-12,4.53,4489519.92
2023-12-31,CHINA-WAREHOUSE,MAT-0097,E5502A,800,KG,6072,CNY,2023-12,4.53,27506.16
2023-12-31,CHINA-WAREHOUSE,MAT-0097,E5352A,147075,KG,1116299,CNY,2023-12,4.53,5056834.470000001
2023-12-31,CHINA-WAREHOUSE,MAT-0265,E7628A,1250,KG,9488,CNY,2023-12,4.53,42980.64
2023-12-31,CHINA-WAREHOUSE,MAT-0265,E7511A,2750,KG,20873,CNY,2023-12,4.53,94554.69
2023-12-31,CHINA-WAREHOUSE,MAT-0265,E2564A,0,KG,353315,CNY,2023-12,4.53,1600516.9500000002
2023-12-31,CHINA-WAREHOUSE,MAT-0265,E1798A,0,KG,249521,CNY,2023-12,4.53,1130330.1300000001
2023-12-31,CHINA-WAREHOUSE,MAT-0265,E5228A,0,KG,125235,CNY,2023-12,4.53,567314.55
2023-12-31,CHINA-WAREHOUSE,MAT-0266,E1274A,500,KG,3795,CNY,2023-12,4.53,17191.350000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0266,E5970A,9625,KG,73054,CNY,2023-12,4.53,330934.62
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E2694A,0,KG,1139,CNY,2023-12,4.53,5159.67
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E5167A,0,KG,9677,CNY,2023-12,4.53,43836.810000000005
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E2205A,0,KG,486329,CNY,2023-12,4.53,2203070.37
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E5537A,1000,KG,7590,CNY,2023-12,4.53,34382.700000000004
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E7981A,1300,KG,9867,CNY,2023-12,4.53,44697.51
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E3713A,1375,KG,10436,CNY,2023-12,4.53,47275.08
2023-12-31,CHINA-WAREHOUSE,MAT-0316,E8965A,137425,KG,1043056,CNY,2023-12,4.53,4725043.680000001
2023-12-31,CHINA-WAREHOUSE,MAT-0101,E5517A,173100,KG,1313829,CNY,2023-12,4.53,5951645.37
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E3128A,0,KG,9867,CNY,2023-12,4.53,44697.51
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E4127A,0,KG,1395042,CNY,2023-12,4.53,6319540.260000001
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E9851A,0,KG,1126546,CNY,2023-12,4.53,5103253.38
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E1878A,2150,KG,16319,CNY,2023-12,4.53,73925.07
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E9166A,1275,KG,9677,CNY,2023-12,4.53,43836.810000000005
2023-12-31,CHINA-WAREHOUSE,MAT-0153,E2436A,21975,KG,166790,CNY,2023-12,4.53,755558.7000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0322,E8696A,775,KG,5882,CNY,2023-12,4.53,26645.460000000003
2023-12-31,CHINA-WAREHOUSE,MAT-0322,E2050A,1275,KG,9677,CNY,2023-12,4.53,43836.810000000005
2023-12-31,CHINA-WAREHOUSE,MAT-0322,E1699A,1125,KG,9677,CNY,2023-12,4.53,43836.810000000005
2023-12-31,CHINA-WAREHOUSE,MAT-0383,M9989B,0,KG,1650,CNY,2023-12,4.53,7474.5
2023-12-31,CHINA-WAREHOUSE,MAT-0383,M9652A,0,KG,17875,CNY,2023-12,4.53,80973.75
2023-12-31,CHINA-WAREHOUSE,MAT-0383,M8170A,0,KG,16225,CNY,2023-12,4.53,73499.25
2023-12-31,CHINA-WAREHOUSE,MAT-0383,M5350A,0,KG,14025,CNY,2023-12,4.53,63533.25
2023-12-31,CHINA-WAREHOUSE,MAT-0383,M7382A,0,KG,12375,CNY,2023-12,4.53,56058.75
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M3040C,2175,KG,8765,CNY,2023-12,4.53,39705.450000000004
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M3886B,6875,KG,27706,CNY,2023-12,4.53,125508.18000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M5555C,28825,KG,116165,CNY,2023-12,4.53,526227.4500000001
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M4427A,87900,KG,354237,CNY,2023-12,4.53,1604693.61
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M4285B,16475,KG,66394,CNY,2023-12,4.53,300764.82
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M6564A,28875,KG,116366,CNY,2023-12,4.53,527137.98
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M5463B,65900,KG,265577,CNY,2023-12,4.53,1203063.81
2023-12-31,CHINA-WAREHOUSE,MAT-0148,M6310A,45375,KG,182861,CNY,2023-12,4.53,828360.3300000001
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M4759B,1250,KG,413,CNY,2023-12,4.53,1870.89
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M8847A,1325,KG,437,CNY,2023-12,4.53,1979.6100000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M8280B,750,KG,248,CNY,2023-12,4.53,1123.44
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M3594A,1175,KG,388,CNY,2023-12,4.53,1757.64
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M7223B,34325,KG,11327,CNY,2023-12,4.53,51311.310000000005
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M2220A,90675,KG,29923,CNY,2023-12,4.53,135551.19
2023-12-31,CHINA-WAREHOUSE,MAT-0154,M6329B,8250,KG,2723,CNY,2023-12,4.53,12335.19
2023-12-31,CHINA-WAREHOUSE,MAT-0384,S7091A,24750,KG,181913,CNY,2023-12,4.53,824065.89
2023-12-31,CHINA-WAREHOUSE,MAT-0054,M7882B,0,KG,413655,CNY,2023-12,4.53,1873857.1500000001
2023-12-31,CHINA-WAREHOUSE,MAT-0378,M6884C,1200,KG,3360,CNY,2023-12,4.53,15220.800000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0378,M4681A,5500,KG,15400,CNY,2023-12,4.53,69762.0
2023-12-31,CHINA-WAREHOUSE,MAT-0378,M5033B,82425,KG,230790,CNY,2023-12,4.53,1045478.7000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0155,SCRAP,175,KG,298,CNY,2023-12,4.53,1349.94
2023-12-31,CHINA-WAREHOUSE,MAT-0149,N5854A,0,KG,32226,CNY,2023-12,4.53,145983.78
2023-12-31,CHINA-WAREHOUSE,MAT-0002,N9650A,1175,KG,8918,CNY,2023-12,4.53,40398.54
2023-12-31,CHINA-WAREHOUSE,MAT-0267,N5963A,9400,KG,71346,CNY,2023-12,4.53,323197.38
2023-12-31,CHINA-WAREHOUSE,MAT-0415,N3813A,1275,KG,9677,CNY,2023-12,4.53,43836.810000000005
2023-12-31,CHINA-WAREHOUSE,MAT-0415,N4780A,114850,KG,871712,CNY,2023-12,4.53,3948855.3600000003
2023-12-31,CHINA-WAREHOUSE,MAT-0415,N4804A,486325,KG,3691207,CNY,2023-12,4.53,16721167.71
2023-12-31,CHINA-WAREHOUSE,MAT-0415,N3272A,255550,KG,1939625,CNY,2023-12,4.53,8786501.25
2023-12-31,CHINA-WAREHOUSE,MAT-0415,N1438A,24750,KG,187853,CNY,2023-12,4.53,850974.0900000001
2023-12-31,CHINA-WAREHOUSE,MAT-0156,M5851A,75,KG,569,CNY,2023-12,4.53,2577.57
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N5558A,650,KG,4934,CNY,2023-12,4.53,22351.02
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N3631A,1250,KG,9488,CNY,2023-12,4.53,42980.64
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N8164A,0,KG,5693,CNY,2023-12,4.53,25789.29
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N6530A,0,KG,6641,CNY,2023-12,4.53,30083.730000000003
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N9204A,0,KG,1144952,CNY,2023-12,4.53,5186632.5600000005
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N5502A,6775,KG,51422,CNY,2023-12,4.53,232941.66
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N7663A,1250,KG,9488,CNY,2023-12,4.53,42980.64
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N6455A,16475,KG,125045,CNY,2023-12,4.53,566453.85
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N4912A,1350,KG,10247,CNY,2023-12,4.53,46418.91
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N9407A,1325,KG,10057,CNY,2023-12,4.53,45558.21
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N4387A,1275,KG,9677,CNY,2023-12,4.53,43836.810000000005
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N7952A,123675,KG,938693,CNY,2023-12,4.53,4252279.29
2023-12-31,CHINA-WAREHOUSE,MAT-0156,N7602A,13650,KG,103604,CNY,2023-12,4.53,469326.12000000005
2023-12-31,CHINA-WAREHOUSE,MAT-0005,L7966A,25,KG,178,CNY,2023-12,4.53,806.34
2023-12-31,CHINA-WAREHOUSE,MAT-0379,E7326A,925,KG,2701,CNY,2023-12,4.53,12235.53
2023-12-31,CHINA-WAREHOUSE,MAT-0379,E9728A,1200,KG,3504,CNY,2023-12,4.53,15873.12
2023-12-31,CHINA-WAREHOUSE,MAT-0379,E4510A,83750,KG,244550,CNY,2023-12,4.53,1107811.5
2023-12-31,CHINA-WAREHOUSE,MAT-0379,E9973A,0,KG,26645,CNY,2023-12,4.53,120701.85
2023-12-31,CHINA-WAREHOUSE,MAT-0351,4842B,6825,KG,25526,CNY,2023-12,4.53,115632.78000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0385,M2584B,650,KG,4394,CNY,2023-12,4.53,19904.82
2023-12-31,CHINA-WAREHOUSE,MAT-0150,P5297A,975,KG,3861,CNY,2023-12,4.53,17490.33
2023-12-31,CHINA-WAREHOUSE,MAT-0150,P9201A,101925,KG,403623,CNY,2023-12,4.53,1828412.1900000002
2023-12-31,CHINA-WAREHOUSE,MAT-0150,P1963A,153000,KG,605880,CNY,2023-12,4.53,2744636.4000000004
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P2678A,75,KG,1299,CNY,2023-12,4.53,5884.47
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P6306A,1275,KG,9461,CNY,2023-12,4.53,42858.33
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P8431A,118500,KG,879270,CNY,2023-12,4.53,3983093.1
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P6923A,13500,KG,100170,CNY,2023-12,4.53,453770.10000000003
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P1957A,254850,KG,1891729,CNY,2023-12,4.53,8569532.370000001
2023-12-31,CHINA-WAREHOUSE,MAT-0268,P5011A,22500,KG,166950,CNY,2023-12,4.53,756283.5
2023-12-31,CHINA-WAREHOUSE,MAT-0006,P6244A,3850,KG,29222,CNY,2023-12,4.53,132375.66
2023-12-31,CHINA-WAREHOUSE,MAT-0276,5252A8860,49400,KG,100776,CNY,2023-12,4.53,456515.28
2023-12-31,CHINA-WAREHOUSE,MAT-0276,1576A9952,4125,KG,8415,CNY,2023-12,4.53,38119.950000000004
2023-12-31,CHINA-WAREHOUSE,MAT-0386,5595A7743,1250,KG,2613,CNY,2023-12,4.53,11836.890000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0386,1057A3828,1375,KG,2874,CNY,2023-12,4.53,13019.220000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0386,8096A8907,1325,KG,2769,CNY,2023-12,4.53,12543.570000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0386,9686A6731,1025,KG,2142,CNY,2023-12,4.53,9703.26
2023-12-31,CHINA-WAREHOUSE,MAT-0386,2495A6397,1350,KG,2822,CNY,2023-12,4.53,12783.66
2023-12-31,CHINA-WAREHOUSE,MAT-0386,7257A2196,1325,KG,2769,CNY,2023-12,4.53,12543.570000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0386,1516A3574,1325,KG,2769,CNY,2023-12,4.53,12543.570000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0386,5591A3159,1250,KG,2613,CNY,2023-12,4.53,11836.890000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0386,8854A9016,1325,KG,2769,CNY,2023-12,4.53,12543.570000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0386,3919A6300,1325,KG,2769,CNY,2023-12,4.53,12543.570000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0386,2005A4262,6825,KG,14264,CNY,2023-12,4.53,64615.920000000006
2023-12-31,CHINA-WAREHOUSE,MAT-0386,2276A1150,1350,KG,2822,CNY,2023-12,4.53,12783.66
2023-12-31,CHINA-WAREHOUSE,MAT-0386,8617A1424,1350,KG,2822,CNY,2023-12,4.53,12783.66
2023-12-31,CHINA-WAREHOUSE,MAT-0386,9926A2134,2750,KG,5748,CNY,2023-12,4.53,26038.440000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0386,9687A9910,57675,KG,120541,CNY,2023-12,4.53,546050.73
2023-12-31,CHINA-WAREHOUSE,MAT-0386,7553A2383,22000,KG,45980,CNY,2023-12,4.53,208289.40000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0386,6811A5696,86550,KG,180890,CNY,2023-12,4.53,819431.7000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0386,9533A2024,39875,KG,83339,CNY,2023-12,4.53,377525.67000000004
2023-12-31,CHINA-WAREHOUSE,MAT-0380,4607A1326,725,KG,1515,CNY,2023-12,4.53,6862.950000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0380,4170A6898,12375,KG,25864,CNY,2023-12,4.53,117163.92000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0380,6224A3478,74150,KG,154974,CNY,2023-12,4.53,702032.2200000001
2023-12-31,CHINA-WAREHOUSE,MAT-0380,7232A1786,41250,KG,86213,CNY,2023-12,4.53,390544.89
2023-12-31,CHINA-WAREHOUSE,MAT-0380,8843A3640,15125,KG,31611,CNY,2023-12,4.53,143197.83000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0380,3207A6610,16500,KG,34485,CNY,2023-12,4.53,156217.05000000002
2023-12-31,CHINA-WAREHOUSE,MAT-0380,2593A2216,70075,KG,146457,CNY,2023-12,4.53,663450.2100000001
2023-12-31,CHINA-WAREHOUSE,MAT-0380,2045A2314,24750,KG,51728,CNY,2023-12,4.53,234327.84000000003
2023-12-31,CHINA-WAREHOUSE,MAT-0055,9307A3844,0,KG,25218,CNY,2023-12,4.53,114237.54000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0055,2340A3046,0,KG,115215,CNY,2023-12,4.53,521923.95
2023-12-31,CHINA-WAREHOUSE,MAT-0055,3352A8529,1175,KG,3079,CNY,2023-12,4.53,13947.87
2023-12-31,CHINA-WAREHOUSE,MAT-0055,2136A3715,38500,KG,100870,CNY,2023-12,4.53,456941.10000000003
2023-12-31,CHINA-WAREHOUSE,MAT-0055,9782A3702,49500,KG,129690,CNY,2023-12,4.53,587495.7000000001
2023-12-31,CHINA-WAREHOUSE,MAT-0055,8232A8755,11000,KG,28820,CNY,2023-12,4.53,130554.6
2023-12-31,CHINA-WAREHOUSE,MAT-0055,8441A6028,13750,KG,36025,CNY,2023-12,4.53,163193.25
2023-12-31,CHINA-WAREHOUSE,MAT-0055,3111A2026,13750,KG,36025,CNY,2023-12,4.53,163193.25
2023-12-31,CHINA-WAREHOUSE,MAT-0055,3103A5393,87825,KG,230102,CNY,2023-12,4.53,1042362.06
